"","MSU_ID","SIF ID","Del15N","Del13C","Wt% N*","Wt% C*","C:N ratio","Comments.x","ID1","ID2","ORGANIZATION","Date","CAP_BASIN","CAP_SITE","Serial/Operation","Region","Depth (m)","Depth class","Species","PRED/PREY","TLin","TLmm","TWg","Size class","Box Number","Box Location","DryStart","DryEnd","Comments.y","QAQC","Source","Stat_district"
"919","19-1910","20210016.321",6.7367192,-23.1582904,10.5058916666667,46.0136630555556,4.37979607209817,NA,"19-1910","1","MDNR",2019-09-16,"MI","139",NA,"NEM",NA,NA,"STS","PREY",NA,48,"0.79",NA,20,"A10",2020-08-31 12:50:00,2020-09-02 12:50:00,NA,NA,"Prey","MM6"
"920","19-1912","20210016.323",7.6701475,-23.1100072,11.9715166666667,48.8094261111111,4.07712969627444,NA,"19-1912","1","MDNR",2019-09-16,"MI","139",NA,"NEM",NA,NA,"STS","PREY",NA,45,"0.79",NA,20,"B2",2020-08-31 12:50:00,2020-09-02 12:50:00,NA,NA,"Prey","MM6"
"921","19-1913","20210016.324",6.8839957,-23.182432,11.6935593220339,47.1060759887006,4.02837790371831,NA,"19-1913","1","MDNR",2019-09-16,"MI","139",NA,"NEM",NA,NA,"STS","PREY",NA,38,"0.38",NA,20,"B3",2020-08-31 12:50:00,2020-09-02 12:50:00,NA,NA,"Prey","MM6"
"922","19-1914","20210016.325",7.0678374,-23.132137,10.5871276595745,49.3250244680851,4.65896190677157,NA,"19-1914","1","MDNR",2019-09-16,"MI","139",NA,"NEM",NA,NA,"STS","PREY",NA,52,"0.87",NA,20,"B4",2020-08-31 12:50:00,2020-09-02 12:50:00,NA,NA,"Prey","MM6"
"923","19-1915","20210016.326",9.21909,-27.5007607,11.5379269183922,50.6417166869671,4.38915214536859,NA,"19-1915","1","MDNR",2019-09-12,"MI","153",NA,"SEM",NA,NA,"BLO","PREY",NA,112,"9.51","LARGE",20,"B5",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM7"
"924","19-1918","20210016.327",8.934694,-27.5902858,11.0776929133858,50.8892992125984,4.59385357677734,NA,"19-1918","1","MDNR",2019-09-12,"MI","153",NA,"SEM",NA,NA,"BLO","PREY",NA,125,"14.02","LARGE",20,"B8",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM7"
"925","19-1919","20210016.328",7.8021885,-26.3600701,11.9541268965517,50.7617514482759,4.24637883532243,NA,"19-1919","1","MDNR",2019-08-21,"MI","124",NA,"NEM",NA,NA,"ALE","PREY",NA,131,"15.47","LARGE",20,"B9",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM5"
"926","19-1922","20210016.329",8.7711663,-27.02497,11.8455417721519,48.7165896202532,4.11265187842929,NA,"19-1922","1","MDNR",2019-08-21,"MI","124",NA,"NEM",NA,NA,"ALE","PREY",NA,150,"23.99","LARGE",20,"C2",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM5"
"927","19-1923","20210016.330",7.9707947,-29.0609116,8.6068031496063,53.0762296587926,6.16677629733178,NA,"19-1923","1","MDNR",2019-08-21,"MI","124",NA,"NEM",NA,NA,"ALE","PREY",NA,150,"26.36","LARGE",20,"C3",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM5"
"928","19-1925","20210016.331",10.4267573,-28.5056548,10.2179112207152,49.7184046855734,4.86580903000775,NA,"19-1925","1","MDNR",2019-08-21,"MI","124",NA,"NEM",NA,NA,"ALE","PREY",NA,132,"16.68","LARGE",20,"C5",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM5"
"929","19-1927","20210016.332",8.589356,-26.1015538,11.574038071066,43.6076078680203,3.76770903985837,NA,"19-1927","1","MDNR",2019-08-21,"MI","124",NA,"NEM",NA,NA,"ALE","PREY",NA,148,"21.39","LARGE",20,"C7",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM5"
"930","19-1929","20210016.333",13.4880771,-33.100606,11.9451950207469,45.1509944674965,3.77984573622084,NA,"19-1929","1","MDNR",2019-09-18,"MI","153",NA,"SEM",NA,NA,"GZS","PREY",NA,100,"7.89",NA,20,"C9",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM7"
"931","19-1930","20210016.334",10.2104132,-27.8206369,9.8481646090535,46.1881615912208,4.69002737309647,NA,"19-1930","1","MDNR",2019-09-18,"MI","153",NA,"SEM",NA,NA,"GZS","PREY",NA,85,"5.40",NA,20,"C10",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM7"
"932","19-1931","20210016.335",9.4130887,-28.8376018,11.196878248974,43.7021636114911,3.90306678698553,NA,"19-1931","1","MDNR",2019-09-18,"MI","153",NA,"SEM",NA,NA,"GZS","PREY",NA,85,"5.38",NA,20,"D1",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM7"
"933","19-1932","20210016.336",9.6294328,-27.3780409,11.0583943298969,49.495969072165,4.475873042287,NA,"19-1932","1","MDNR",2019-09-18,"MI","153",NA,"SEM",NA,NA,"GZS","PREY",NA,87,"6.49",NA,20,"D2",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM7"
"934","19-1934","20210016.337",11.4383945,-29.207773,10.2048333333333,41.0917545454545,4.02669531223321,NA,"19-1934","1","MDNR",2019-09-18,"MI","153",NA,"SEM",NA,NA,"GZS","PREY",NA,87,"5.63",NA,20,"D4",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM7"
"935","19-1936","20210016.338",11.4211276,-27.9212269,10.8542941176471,47.2929834733894,4.35707591491369,NA,"19-1936","1","MDNR",2019-09-18,"MI","153",NA,"SEM",NA,NA,"GZS","PREY",NA,104,"10.61",NA,20,"D6",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM7"
"936","19-1937","20210016.339",11.0656326,-27.3217105,11.1547471116816,42.0892218228498,3.77321165611836,NA,"19-1937","1","MDNR",2019-09-18,"MI","153",NA,"SEM",NA,NA,"GZS","PREY",NA,91,"5.60",NA,20,"D7",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM7"
"937","19-1939","20210016.340",13.1620374,-34.8669664,12.0640986436498,45.8541837237978,3.80087937592703,NA,"19-1939","1","MDNR",2019-09-18,"MI","153",NA,"SEM",NA,NA,"GZS","PREY",NA,90,"6.17",NA,20,"D9",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM7"
"938","19-1942","20210016.341",12.071565,-32.330026,12.4801120512821,44.0796846153846,3.53199429894994,NA,"19-1942","1","MDNR",2019-09-18,"MI","153",NA,"SEM",NA,NA,"GZS","PREY",NA,96,"8.36",NA,20,"E2",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM7"
"939","19-1949","20210016.342",10.399005,-28.841778,11.3079005479452,45.9810350684932,4.06627515634178,NA,"19-1949","1","MDNR",2019-09-18,"MI","153",NA,"SEM",NA,NA,"GZS","PREY",NA,93,"7.65",NA,20,"E9",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM7"
"940","19-1949","20210016.342",10.105065,-28.864939,10.9164,45.6039517615176,4.17756327740992,NA,"19-1949","1","MDNR",2019-09-18,"MI","153",NA,"SEM",NA,NA,"GZS","PREY",NA,93,"7.65",NA,20,"E9",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM7"
"941","19-1950","20210016.343",9.66933,-26.241704,12.4023625,49.7096227272727,4.00807690690163,NA,"19-1950","1","MDNR",NA,"MI","153",NA,"SEM",NA,NA,"ALE","PREY",NA,73,"3.01","SMALL",20,"E10",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM7"
"942","19-1951","20210016.345",9.179775,-25.850988,11.3022985915493,46.5524608450704,4.11884896403972,NA,"19-1951","1","MDNR",NA,"MI","153",NA,"SEM",NA,NA,"ALE","PREY",NA,78,"3.28","SMALL",20,"F1",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM7"
"943","19-1952","20210016.346",6.67404,-24.909443,12.753488365651,48.3512016620499,3.79121384485475,NA,"19-1952","1","MDNR",NA,"MI","153",NA,"SEM",NA,NA,"ALE","PREY",NA,68,"2.51","SMALL",20,"F2",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM7"
"944","19-1953","20210016.347",8.05887,-25.036325,11.8596394520548,46.9975764383562,3.96281662932117,NA,"19-1953","1","MDNR",NA,"MI","153",NA,"SEM",NA,NA,"ALE","PREY",NA,73,"2.76","SMALL",20,"F3",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM7"
"945","19-1954","20210016.348",9.3195,-26.124892,12.6675075630252,46.1512946778711,3.64328139914285,NA,"19-1954","1","MDNR",NA,"MI","153",NA,"SEM",NA,NA,"ALE","PREY",NA,40,"0.66","SMALL",20,"F4",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM7"
"946","19-1955","20210016.349",7.469955,-24.738253,12.0231189973615,47.562709762533,3.95593770409915,NA,"19-1955","1","MDNR",NA,"MI","153",NA,"SEM",NA,NA,"ALE","PREY",NA,72,"2.82","SMALL",20,"F5",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM7"
"947","19-1956","20210016.350",6.410115,-25.046395,12.0479831891224,46.7037478368356,3.87647850297488,NA,"19-1956","1","MDNR",NA,"MI","153",NA,"SEM",NA,NA,"ALE","PREY",NA,58,"1.68","SMALL",20,"F6",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM7"
"948","19-1957","20210016.351",7.302285,-25.398845,11.8608771392082,46.1049266922094,3.8871430966772,NA,"19-1957","1","MDNR",NA,"MI","153",NA,"SEM",NA,NA,"ALE","PREY",NA,68,"2.54","SMALL",20,"F7",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM7"
"949","19-1958","20210016.352",9.20151,-26.490433,12.0891751396648,50.4043234636871,4.16937656054875,NA,"19-1958","1","MDNR",NA,"MI","153",NA,"SEM",NA,NA,"ALE","PREY",NA,71,"2.58","SMALL",20,"F8",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM7"
"950","19-1959","20210016.353",6.74028,-24.592238,12.496426946848,46.6440019777503,3.73258709678734,NA,"19-1959","1","MDNR",NA,"MI","153",NA,"SEM",NA,NA,"ALE","PREY",NA,61,"1.74","SMALL",20,"F9",2020-09-08 13:00:00,2020-09-10 13:00:00,NA,NA,"Prey","MM7"
"951","19-1960","20210016.354",6.693705,-24.476433,12.5881865671642,47.679355721393,3.7876270316618,NA,"19-1960","1","MDNR",NA,"MI","153",NA,"SEM",NA,NA,"ALE","PREY",NA,71,"2.46","SMALL",20,"F10",2020-09-08 13:45:00,2020-09-10 13:45:00,NA,NA,"Prey","MM7"
"952","19-1961","20210016.355",6.542595,-24.807736,12.3116466850829,48.0153906077348,3.89999744436393,NA,"19-1961","1","MDNR",NA,"MI","153",NA,"SEM",NA,NA,"ALE","PREY",NA,75,"2.91","SMALL",20,"G1",2020-09-08 13:45:00,2020-09-10 13:45:00,NA,NA,"Prey","MM7"
"953","19-1962","20210016.356",7.834275,-25.551909,11.5192212707182,44.0451209944751,3.8236196665861,NA,"19-1962","1","MDNR",NA,"MI","153",NA,"SEM",NA,NA,"ALE","PREY",NA,67,"2.01","SMALL",20,"G2",2020-09-08 13:45:00,2020-09-10 13:45:00,NA,NA,"Prey","MM7"
"954","19-1963","20210016.357",8.339355,-25.980891,12.0935530183727,44.673188976378,3.69396726574149,NA,"19-1963","1","MDNR",NA,"MI","153",NA,"SEM",NA,NA,"ALE","PREY",NA,59,"1.62","SMALL",20,"G3",2020-09-08 13:45:00,2020-09-10 13:45:00,NA,NA,"Prey","MM7"
"955","19-1964","20210016.358",7.391295,-24.918506,13.425314673913,45.8785342391304,3.41731537423684,NA,"19-1964","1","MDNR",NA,"MI","153",NA,"SEM",NA,NA,"ALE","PREY",NA,43,"0.55","SMALL",20,"G4",2020-09-08 13:45:00,2020-09-10 13:45:00,NA,NA,"Prey","MM7"
"956","19-1975","20210016.359",11.249775,-28.33425,10.306546898263,52.609841191067,5.1045070391067,NA,"19-1975","1","USGS",2019-10-28,"HU","211","180","NH",92,"DEEP","BLO","PREY",NA,140,"19.54","LARGE",20,"H5",2020-09-08 13:45:00,2020-09-10 13:45:00,NA,NA,"Prey","MH1"
"957","19-1977","20210016.360",6.69267,-29.489279,7.90400085106383,52.9380312056738,6.69762468440886,NA,"19-1977","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"ALE","PREY",NA,145,"22.76","LARGE",20,"H7",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"958","19-1979","20210016.361",6.370785,-28.792435,8.89057393767705,50.8454232294618,5.71902596906435,NA,"19-1979","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"ALE","PREY",NA,127,"16.01","LARGE",20,"H9",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"959","19-1980","20210016.362",6.8367115,-28.5954984,8.77044554973822,52.7143518324607,6.01045312162438,NA,"19-1980","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"ALE","PREY",NA,127,"16.04","LARGE",20,"H10",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"960","19-1980","20210016.362",7.0025953,-27.8272104,9.96807650918635,51.7684896325459,5.19342819899479,NA,"19-1980","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"ALE","PREY",NA,127,"16.04","LARGE",20,"H10",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"961","19-1981","20210016.363",6.329385,-28.111703,9.27812580231065,51.8574372272144,5.58921471126201,NA,"19-1981","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"ALE","PREY",NA,123,"15.18","LARGE",20,"I1",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"962","19-1982","20210016.365",5.399955,-26.167186,10.7468970212766,52.3845146099291,4.87438509052602,NA,"19-1982","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"ALE","PREY",NA,122,"13.55","LARGE",20,"I2",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"963","19-1983","20210016.366",6.149295,-30.679553,6.66405435041716,56.4641783075089,8.47294684863642,NA,"19-1983","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"ALE","PREY",NA,138,"25.39","LARGE",20,"I3",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"964","19-1985","20210016.367",6.86241,-27.082549,11.2833803317536,52.1823767772512,4.62471132258124,NA,"19-1985","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"ALE","PREY",NA,125,"15.25","LARGE",20,"I5",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"965","19-1988","20210016.368",6.72786,-29.368439,7.73343333333333,55.5842606060606,7.1875269637971,NA,"19-1988","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"ALE","PREY",NA,146,"27.84","LARGE",20,"I8",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"966","19-1989","20210016.369",6.770295,-28.923345,7.91182739726027,55.2441783312578,6.98248022326522,NA,"19-1989","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"ALE","PREY",NA,150,"28.63","LARGE",20,"I9",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"967","19-1990","20210016.370",7.78977,-27.768316,10.6592568527919,53.874730964467,5.05426707588495,NA,"19-1990","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"ALE","PREY",NA,155,"29.86","LARGE",20,"I10",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"968","19-1994","20210016.371",7.90776,-26.448139,12.4204151041667,45.9734578125,3.70144294107186,NA,"19-1994","1","MDNR",2019-09-12,"MI","139",NA,"NEM",NA,NA,"SMT","PREY",NA,120,"8.55",NA,20,"J4",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"969","19-1996","20210016.372",8.95104,-25.783519,12.8527503916449,48.098765535248,3.742293600171,NA,"19-1996","1","MDNR",2019-09-12,"MI","139",NA,"NEM",NA,NA,"SMT","PREY",NA,146,"17.12",NA,20,"J6",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"970","19-1997","20210016.373",8.43561,-26.362544,12.9892138929088,46.8141175108538,3.60407626641755,NA,"19-1997","1","MDNR",2019-09-12,"MI","139",NA,"NEM",NA,NA,"SMT","PREY",NA,115,"7.68",NA,20,"J7",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"971","19-2000","20210016.374",7.509285,-26.681763,12.6007228571429,48.5910877922078,3.8562143095357,NA,"19-2000","1","MDNR",2019-09-12,"MI","139",NA,"NEM",NA,NA,"SMT","PREY",NA,105,"7.96",NA,20,"J10",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"972","19-2001","20210016.375",7.134615,-26.097703,11.6159092460882,44.2941302987198,3.81322971455174,NA,"19-2001","1","MDNR",2019-09-12,"MI","139",NA,"NEM",NA,NA,"SMT","PREY",NA,92,"3.25",NA,21,"A1",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"973","19-2003","20210016.376",8.73783,-25.431069,13.449133248731,44.7606152284264,3.32814125643747,NA,"19-2003","1","MDNR",2019-09-12,"MI","139",NA,"NEM",NA,NA,"SMT","PREY",NA,85,"2.85",NA,21,"A3",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"974","19-2004","20210016.377",8.206875,-26.147046,13.2333962216625,46.0113788413098,3.47691386780903,NA,"19-2004","1","MDNR",2019-09-12,"MI","139",NA,"NEM",NA,NA,"SMT","PREY",NA,87,"3.21",NA,21,"A4",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"975","19-2006","20210016.378",8.22654,-25.918457,13.2397720050441,48.3039838587642,3.64839997549513,NA,"19-2006","1","MDNR",2019-09-12,"MI","139",NA,"NEM",NA,NA,"SMT","PREY",NA,35,"0.18",NA,21,"A6",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"976","19-2007","20210016.379",8.070255,-26.030234,13.152499334221,48.8862556591212,3.71687953877524,NA,"19-2007","1","MDNR",2019-09-12,"MI","139",NA,"NEM",NA,NA,"SMT","PREY",NA,45,"0.37",NA,21,"A7",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"977","19-2008","20210016.380",7.811505,-26.029227,13.0863785100287,48.1257083094556,3.67754213074112,NA,"19-2008","1","MDNR",2019-09-12,"MI","139",NA,"NEM",NA,NA,"SMT","PREY",NA,38,"0.24",NA,21,"A8",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"978","19-2009","20210016.381",8.41905,-24.262949,13.1987362318841,45.7731472990777,3.4679947000156,NA,"19-2009","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"RGB","PREY",NA,75,"4.69","SMALL",21,"A9",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"979","19-2010","20210016.382",8.202735,-26.166179,12.8930916455696,47.4913969620253,3.68347625748433,NA,"19-2010","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"RGB","PREY",NA,113,"19.38","LARGE",21,"A10",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"980","19-2010","20210016.382",8.19549,-25.979884,13.2090147838215,47.9428814504881,3.62955771002763,NA,"19-2010","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"RGB","PREY",NA,113,"19.38","LARGE",21,"A10",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"981","19-2011","20210016.383",8.184105,-25.388775,11.393273655914,42.3815134408602,3.71987145405403,NA,"19-2011","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"RGB","PREY",NA,94,"11.39","LARGE",21,"B1",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"982","19-2012","20210016.384",9.65898,-23.39995,12.5765073298429,42.4350078534031,3.37414885869852,NA,"19-2012","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"RGB","PREY",NA,104,"15.02","LARGE",21,"B2",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"983","19-2013","20210016.386",8.343495,-26.959695,11.808324295302,47.3813234899329,4.01253575909867,NA,"19-2013","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"RGB","PREY",NA,133,"35.39","LARGE",21,"B3",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"984","19-2014","20210016.387",8.5655005,-23.4749352,11.2978142857143,37.2017754339119,3.29282943524327,NA,"19-2014","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"RGB","PREY",NA,80,"5.67","SMALL",21,"B4",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"985","19-2015","20210016.388",8.144775,-27.175193,12.242651596424,48.5142028097063,3.96272020220496,NA,"19-2015","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"RGB","PREY",NA,144,"44.36","LARGE",21,"B5",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"986","19-2016","20210016.389",8.906535,-23.625518,12.0586439335888,45.4004812260536,3.76497402826472,NA,"19-2016","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"RGB","PREY",NA,66,"3.63","SMALL",21,"B6",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"987","19-2017","20210016.390",8.140635,-24.803708,11.3584345006485,41.7971294422827,3.67983188527401,NA,"19-2017","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"RGB","PREY",NA,75,"5.23","SMALL",21,"B7",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"988","19-2018","20210016.391",8.68608,-24.837946,13.5358877914952,46.2215654320988,3.41474206524824,NA,"19-2018","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"RGB","PREY",NA,99,"13.39","LARGE",21,"B8",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"989","19-2019","20210016.392",8.15616,-24.079675,12.4813041251778,45.9877149359886,3.6845280328696,NA,"19-2019","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"RGB","PREY",NA,70,"4.66","SMALL",21,"B9",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"990","19-2020","20210016.393",8.380755,-24.944688,13.2633702185792,47.444993442623,3.57714462167107,NA,"19-2020","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"RGB","PREY",NA,85,"6.74","SMALL",21,"B10",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"991","19-2021","20210016.394",7.892235,-24.965835,11.8649567567568,40.6472578378378,3.42582435580226,NA,"19-2021","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"RGB","PREY",NA,97,"12.14","LARGE",21,"C1",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"992","19-2022","20210016.395",7.69248,-25.734176,13.4681797246558,47.4822107634543,3.52551062832418,NA,"19-2022","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"RGB","PREY",NA,98,"11.45","LARGE",21,"C2",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"993","19-2023","20210016.396",8.446995,-24.826869,13.6158535135135,47.8359432432432,3.51325337010764,NA,"19-2023","1","MDNR",NA,"MI","139",NA,"NEM",NA,NA,"RGB","PREY",NA,87,"8.94","SMALL",21,"C3",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM6"
"994","19-2024","20210016.397",10.83888,-25.085668,12.1694504391468,43.8886148055207,3.60645823942381,NA,"19-2024","1","MDNR",2019-09-19,"MI","162",NA,"SEM",NA,NA,"DWS","PREY",NA,82,"4.12",NA,21,"C4",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM8"
"995","19-2025","20210016.398",10.96308,-24.241802,12.429510070922,44.3650774468085,3.56933436584904,NA,"19-2025","1","MDNR",2019-09-19,"MI","162",NA,"SEM",NA,NA,"DWS","PREY",NA,70,"3.15",NA,21,"C5",2020-09-09 11:40:00,2020-09-11 11:40:00,NA,NA,"Prey","MM8"
"996","19-2036","20210016.399",8.399385,-25.143067,13.0817436293436,46.8790131274131,3.5835447059411,NA,"19-2036","1","MDNR",2019-09-19,"MI","162",NA,"SEM",NA,NA,"SMT","PREY",NA,54,"0.72",NA,21,"D6",2020-09-09 12:00:00,2020-09-11 12:00:00,NA,NA,"Prey","MM8"
"997","19-2041","20210016.400",10.868895,-23.03743,13.3439944809461,49.1255889618922,3.68147551559907,NA,"19-2041","1","MDNR",2019-09-19,"MI","153",NA,"SEM",NA,NA,"STS","PREY",NA,109,"11.28",NA,21,"E1",2020-09-14 13:35:00,2020-09-16 13:35:00,NA,NA,"Prey","MM7"
"998","19-2045","20210016.401",10.889595,-25.204494,12.4603399038462,52.3181831730769,4.19877656442805,NA,"19-2045","1","MDNR",2019-09-19,"MI","153",NA,"SEM",NA,NA,"STS","PREY",NA,117,"13.62",NA,21,"E5",2020-09-14 13:35:00,2020-09-16 13:35:00,NA,NA,"Prey","MM7"
"999","19-2049","20210016.402",9.544095,-23.459363,10.4976489959839,44.7281285140562,4.26077577285807,NA,"19-2049","1","MDNR",2019-09-19,"MI","153",NA,"SEM",NA,NA,"STS","PREY",NA,115,"11.38",NA,21,"E9",2020-09-14 13:35:00,2020-09-16 13:35:00,NA,NA,"Prey","MM7"
"1000","19-2052","20210016.403",9.982935,-24.097801,11.0292364597094,51.0527793923382,4.62885890413518,NA,"19-2052","1","MDNR",2019-09-19,"MI","153",NA,"SEM",NA,NA,"STS","PREY",NA,113,"13.81",NA,21,"F2",2020-09-14 13:35:00,2020-09-16 13:35:00,NA,NA,"Prey","MM7"
"1001","19-2056","20210016.404",9.829755,-28.498391,9.35309692307692,57.1483805128205,6.110102459413,NA,"19-2056","1","MDNR",2019-08-13,"MI","153",NA,"SEM",NA,NA,"BLO","PREY",NA,158,"30.21","LARGE",21,"F6",2020-09-14 13:35:00,2020-09-16 13:35:00,NA,NA,"Prey","MM7"
"1002","19-2059","20210016.405",10.711575,-27.761267,10.7224967418546,54.7325498746867,5.10445945495525,NA,"19-2059","1","MDNR",2019-08-13,"MI","153",NA,"SEM",NA,NA,"BLO","PREY",NA,160,"27.29","LARGE",21,"F9",2020-09-14 13:35:00,2020-09-16 13:35:00,NA,NA,"Prey","MM7"
"1003","19-2061","20210016.407",10.359675,-28.044234,11.0582704225352,56.0313049935979,5.0669139795509,NA,"19-2061","1","MDNR",2019-08-13,"MI","153",NA,"SEM",NA,NA,"BLO","PREY",NA,158,"28.80","LARGE",21,"G1",2020-09-14 13:35:00,2020-09-16 13:35:00,NA,NA,"Prey","MM7"
