ID,Species,Collection_date,Port_where_fish_was_landed,StatD,Quadrant,Grid,TL_mm,WT_kg,Fin.clip,Stock_wild,Sex,Mat,d15N_14N,d13C_12C,CN,d13corr
86732,CHS,7/23/15,PORT WASHINGTON,WM5,Southwest,1701,462,0.9,NONE,Wild,F,I,11.06906238,-24.46630404,3.316052483,-24.46630404
86738,BNT,7/23/15,PORT WASHINGTON,WM5,Southwest,1701,776,6.92,NONE,Unknown,M,M,10.78606354,-21.51728134,3.937809603,-20.93884983
86739,BNT,7/23/15,PORT WASHINGTON,WM5,Southwest,1701,511,2.93,NONE,Unknown,F,M,11.135893,-24.36216118,4.311388148,-23.41388691
86740,BNT,7/23/15,PORT WASHINGTON,WM5,Southwest,1701,540,2.37,NONE,Unknown,F,M,10.38258974,-22.0503021,3.622922496,-21.78360883
87744,BNT,8/7/15,MCKINLEY MARINA,WM5,Southwest,1901,638,3.49,NONE,Unknown,M,M,10.37756874,-21.67488382,3.543827529,-21.48649457
88613,CHS,8/27/15,PORT WASHINGTON NORTH SLIP,WM5,Southwest,1701,922,9.46,ADCWT,Stock,M,M,11.53787904,-24.8579566,3.717296171,-24.49783339
88614,COS,8/27/15,PORT WASHINGTON PRIMARY CLEANING STATION,WM5,Southwest,1701,563,1.68,NONE,Unknown,F,M,10.2156295,-23.20671787,3.27331669,-23.20671787
88635,CHS,8/27/15,PORT WASHINGTON PRIMARY CLEANING STATION,WM5,Southwest,1701,495,1.21,ADCWT,Stock,M,I,9.71208598,-23.31718274,3.176862357,-23.31718274
88644,LAT,8/23/15,MCKINLEY MARINA,WM5,Southwest,1901,831,5.48,LV,Stock,M,M,12.01394543,-24.65876153,4.813228493,-23.21366532
88645,LAT,8/23/15,MCKINLEY MARINA,WM5,Southwest,1901,927,9.39,RV,Stock,M,M,11.97034961,-24.24742371,4.260635413,-23.34939465
88652,LAT,8/23/15,MCKINLEY MARINA,WM5,Southwest,1901,716,3.23,RPLV,Stock,F,M,12.22843688,-23.72254471,3.869825341,-23.21141762
88653,CHS,8/23/15,MCKINLEY MARINA,WM5,Southwest,1901,886,6.94,ADCWT,Stock,F,M,11.23067171,-23.25092884,3.369477067,-23.25092884
88657,CHS,8/23/15,MCKINLEY MARINA,WM5,Southwest,1901,591,1.58,NONE,Wild,M,I,10.14106888,-23.81616639,3.155128528,-23.81616639
88659,CHS,8/27/15,PORT WASHINGTON PRIMARY CLEANING STATION,WM5,Southwest,1701,849,6.33,ADCWT,Stock,F,M,10.05038957,-22.76441643,3.214623099,-22.76441643
88660,CHS,8/27/15,PORT WASHINGTON PRIMARY CLEANING STATION,WM5,Southwest,1701,881,6.62,ADCWT,Stock,M,M,11.22224529,-24.90775537,4.056119968,-24.2121966
88685,RBT,8/27/15,PORT WASHINGTON PRIMARY CLEANING STATION,WM5,Southwest,1701,656,2.27,NONE,Unknown,F,I,10.89136742,-23.20776604,3.38840745,-23.20776604
88687,COS,8/27/15,PORT WASHINGTON PRIMARY CLEANING STATION,WM5,Southwest,1701,557,1.51,NONE,Unknown,M,M,10.23795568,-22.88157768,3.275029503,-22.88157768
88688,CHS,8/27/15,PORT WASHINGTON PRIMARY CLEANING STATION,WM5,Southwest,1701,685,2.58,ADCWT,Stock,M,I,11.15235852,-22.71372857,3.167404978,-22.71372857
89555,CHS,8/22/15,MICHIGAN CITY,IND,Southeast,2707,574,1.69,NONE,Wild,,,10.33338205,-23.93846625,3.835792797,-23.46103138
89565,CHS,8/16/15,EAST CHICAGO,IND,Southeast,2704,514,1.12,NONE,Wild,,,11.25320394,-23.99922659,3.254235471,-23.99922659
89566,CHS,8/16/15,EAST CHICAGO,IND,Southeast,2704,663,2.23,AD,Stock,,,11.9768605,-24.04500362,3.261461902,-24.04500362
89566,CHS,8/16/15,EAST CHICAGO,IND,Southeast,2704,663,2.23,AD,Stock,,,11.9768605,-24.04500362,3.261461902,-24.04500362
89570,COS,8/16/15,EAST CHICAGO,IND,Southeast,2704,619,2.1,NONE,Unknown,,,10.93106368,-23.38166245,3.475322915,-23.38166245
89571,CHS,8/16/15,EAST CHICAGO,IND,Southeast,2704,730,4.95,AD,Stock,M,M,11.1246573,-21.76003196,3.38632134,-21.76003196
89571,CHS,8/16/15,EAST CHICAGO,IND,Southeast,2704,730,4.95,AD,Stock,M,M,11.1246573,-21.76003196,3.38632134,-21.76003196
89572,CHS,8/16/15,EAST CHICAGO,IND,Southeast,2704,836,6.3,AD,Stock,M,M,11.44972976,-23.28703568,3.500911848,-23.14113295
89581,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,630,2.5,NONE,Unknown,,,11.04857396,-23.05594716,3.283442878,-23.05594716
89584,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,589,1.65,NONE,Unknown,,,10.45595744,-22.95534397,3.196192515,-22.95534397
89585,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,632,2.6,NONE,Unknown,,,10.5491695,-22.96995968,3.250140546,-22.96995968
89585,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,632,2.6,NONE,Unknown,,,10.5491695,-22.96995968,3.250140546,-22.96995968
89586,BNT,8/15/15,EAST CHICAGO,IND,Southeast,2704,523,1.8,NONE,Unknown,F,I,10.98070164,-22.48818658,3.514701338,-22.32863226
89587,CHS,8/15/15,EAST CHICAGO,IND,Southeast,2704,700,3.35,AD,Stock,M,M,11.9349662,-23.35676067,3.390098411,-23.35676067
89588,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,563,1.45,NONE,Unknown,,,9.800533693,-23.24619676,3.232948985,-23.24619676
89589,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,623,2.9,NONE,Unknown,M,M,10.7882279,-21.98019026,3.484739647,-21.98019026
89590,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,551,1.95,NONE,Unknown,F,M,10.76695449,-22.21625914,3.691724376,-21.88145201
89591,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,560,1.5,NONE,Unknown,M,M,10.30955002,-23.08471156,3.185852305,-23.08471156
89591,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,560,1.5,NONE,Unknown,M,M,10.30955002,-23.08471156,3.185852305,-23.08471156
89592,BNT,8/15/15,EAST CHICAGO,IND,Southeast,2704,522,1.85,LP,Stock,,,11.02840847,-23.06759944,3.463784843,-23.06759944
89592,BNT,8/15/15,EAST CHICAGO,IND,Southeast,2704,522,1.85,LP,Stock,,,11.02840847,-23.06759944,3.463784843,-23.06759944
89597,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,603,2.1,NONE,Unknown,,,10.54515913,-23.2749581,3.599502701,-23.03145043
89597,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,603,2.1,NONE,Unknown,,,10.54515913,-23.2749581,3.599502701,-23.03145043
89598,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,560,1.7,NONE,Unknown,F,M,10.38099398,-23.14559357,3.226965581,-23.14559357
89600,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,575,1.95,NONE,Unknown,M,M,10.87433457,-23.74124415,3.548367044,-23.54836078
89601,LAT,8/9/15,MICHIGAN CITY,IND,Southeast,2707,715,2.9,NONE,Wild,F,I,12.39487714,-23.29400818,3.981261891,-22.67255891
89602,LAT,8/9/15,MICHIGAN CITY,IND,Southeast,2707,739,4,NONE,Wild,F,M,12.43604763,-25.80654564,5.450430972,-23.73061898
89602,LAT,8/9/15,MICHIGAN CITY,IND,Southeast,2707,739,4,NONE,Wild,F,M,12.43604763,-25.80654564,5.450430972,-23.73061898
89605,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,569,1.75,NONE,Unknown,,,10.46795955,-22.54014343,3.14357034,-22.54014343
89605,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,569,1.75,NONE,Unknown,,,10.46795955,-22.54014343,3.14357034,-22.54014343
89606,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,550,1.55,NONE,Unknown,F,M,10.09399274,-23.10786326,3.144469916,-23.10786326
89606,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,550,1.55,NONE,Unknown,F,M,10.09399274,-23.10786326,3.144469916,-23.10786326
89609,CHS,8/15/15,EAST CHICAGO,IND,Southeast,2704,683,3.3,AD,Stock,M,M,10.67173063,-22.9164972,3.317862775,-22.9164972
89610,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,556,1.65,NONE,Unknown,,,10.50806323,-23.0112301,3.201880053,-23.0112301
89610,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,556,1.65,NONE,Unknown,,,10.50806323,-23.0112301,3.201880053,-23.0112301
89611,CHS,8/15/15,EAST CHICAGO,IND,Southeast,2704,599,1.85,AD,Stock,,,10.97426851,-23.3635385,3.153575205,-23.3635385
89611,CHS,8/15/15,EAST CHICAGO,IND,Southeast,2704,599,1.85,AD,Stock,,,10.97426851,-23.3635385,3.153575205,-23.3635385
89612,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,555,1.55,NONE,Unknown,,,10.00275687,-22.88137928,3.118277486,-22.88137928
89612,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,555,1.55,NONE,Unknown,,,10.00275687,-22.88137928,3.118277486,-22.88137928
89613,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,592,1.75,NONE,Unknown,M,M,10.44289475,-23.22362173,3.301536628,-23.22362173
89613,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,592,1.75,NONE,Unknown,M,M,10.44289475,-23.22362173,3.301536628,-23.22362173
89614,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,605,2.25,NONE,Unknown,F,M,10.45392326,-21.71473516,3.273277137,-21.71473516
89614,COS,8/15/15,EAST CHICAGO,IND,Southeast,2704,605,2.25,NONE,Unknown,F,M,10.45392326,-21.71473516,3.273277137,-21.71473516
89617,RBT,8/14/15,MICHIGAN CITY,IND,Southeast,2707,595,1.7,AD,Stock,,,10.23836598,-22.81595058,3.170750333,-22.81595058
89617,RBT,8/14/15,MICHIGAN CITY,IND,Southeast,2707,595,1.7,AD,Stock,,,10.23836598,-22.81595058,3.170750333,-22.81595058
89618,COS,8/14/15,MICHIGAN CITY,IND,Southeast,2707,596,2.35,NONE,Unknown,F,M,11.1627558,-22.69415253,3.398904521,-22.69415253
89618,COS,8/14/15,MICHIGAN CITY,IND,Southeast,2707,596,2.35,NONE,Unknown,F,M,11.1627558,-22.69415253,3.398904521,-22.69415253
89620,LAT,8/9/15,MICHIGAN CITY,IND,Southeast,2707,753,3.75,NONE,Wild,F,M,12.92330733,-23.73698541,3.74074703,-23.35364585
89620,LAT,8/9/15,MICHIGAN CITY,IND,Southeast,2707,753,3.75,NONE,Wild,F,M,12.92330733,-23.73698541,3.74074703,-23.35364585
89622,RBT,8/9/15,MICHIGAN CITY,IND,Southeast,2707,560,1.5,NONE,Unknown,,,9.707335881,-23.0649118,3.285014227,-23.0649118
89624,LAT,8/9/15,MICHIGAN CITY,IND,Southeast,2707,690,3.4,NONE,Wild,,,12.69772414,-22.55121598,3.672976326,-22.23496942
89624,LAT,8/9/15,MICHIGAN CITY,IND,Southeast,2707,690,3.4,NONE,Wild,,,12.69772414,-22.55121598,3.672976326,-22.23496942
89626,LAT,8/9/15,MICHIGAN CITY,IND,Southeast,2707,586,1.85,AD,Stock,F,I,12.3518299,-23.09075114,3.397926042,-23.09075114
89626,LAT,8/9/15,MICHIGAN CITY,IND,Southeast,2707,586,1.85,AD,Stock,F,I,12.3518299,-23.09075114,3.397926042,-23.09075114
89628,RBT,8/9/15,MICHIGAN CITY,IND,Southeast,2707,520,1.1,NONE,Unknown,,,10.18121824,-23.23771407,3.171159023,-23.23771407
89628,RBT,8/9/15,MICHIGAN CITY,IND,Southeast,2707,520,1.1,NONE,Unknown,,,10.18121824,-23.23771407,3.171159023,-23.23771407
89629,COS,8/9/15,MICHIGAN CITY,IND,Southeast,2707,505,1.1,NONE,Unknown,,,9.834976363,-23.52708884,3.172249421,-23.52708884
89630,LAT,8/9/15,MICHIGAN CITY,IND,Southeast,2707,885,6.2,NONE,Wild,M,M,12.50422388,-23.38165722,3.816143211,-22.92367544
89630,LAT,8/9/15,MICHIGAN CITY,IND,Southeast,2707,885,6.2,NONE,Wild,M,M,12.50422388,-23.38165722,3.816143211,-22.92367544
89631,CHS,8/9/15,MICHIGAN CITY,IND,Southeast,2707,813,4.6,NONE,Wild,M,M,11.13668841,-22.83708908,3.251266481,-22.83708908
89631,CHS,8/9/15,MICHIGAN CITY,IND,Southeast,2707,813,4.6,NONE,Wild,M,M,11.13668841,-22.83708908,3.251266481,-22.83708908
89632,CHS,8/9/15,MICHIGAN CITY,IND,Southeast,2707,549,1.25,NONE,Wild,M,I,10.97259748,-23.27807104,3.475530599,-23.27807104
89633,CHS,8/9/15,MICHIGAN CITY,IND,Southeast,2707,688,3.15,AD,Stock,M,I,10.88503782,-24.21008527,3.854913898,-23.71372051
89633,CHS,8/9/15,MICHIGAN CITY,IND,Southeast,2707,688,3.15,AD,Stock,M,I,10.88503782,-24.21008527,3.854913898,-23.71372051
89634,LAT,8/9/15,MICHIGAN CITY,IND,Southeast,2707,642,2,NONE,Wild,F,I,12.55493425,-23.17945999,3.706833031,-22.82969529
89635,LAT,8/8/15,MICHIGAN CITY,IND,Southeast,2707,583,1.6,AD,Stock,,,12.4546453,-24.94848245,4.286876261,-24.02447495
89639,LAT,8/8/15,MICHIGAN CITY,IND,Southeast,2707,781,4.7,RPLV,Stock,F,M,12.93177758,-23.69642095,4.281522411,-22.77771376
89641,LAT,8/8/15,MICHIGAN CITY,IND,Southeast,2707,682,2.7,RV,Stock,F,I,12.66130132,-24.62475931,3.922582595,-24.06140254
89643,LAT,8/8/15,MICHIGAN CITY,IND,Southeast,2707,790,5.5,AD,Stock,F,M,14.03698207,-23.92850554,3.944723954,-23.34322883
89644,LAT,8/8/15,MICHIGAN CITY,IND,Southeast,2707,700,3.45,NONE,Wild,F,M,12.5366999,-23.69343274,4.047548358,-23.00635987
89645,LAT,8/8/15,MICHIGAN CITY,IND,Southeast,2707,765,3.75,NONE,Wild,M,M,12.58329881,-24.33191438,4.337953428,-23.35734049
89646,LAT,8/8/15,MICHIGAN CITY,IND,Southeast,2707,546,1.25,AD,Stock,,,12.89024377,-22.15848701,3.426691065,-22.15848701
89648,CHS,8/8/15,MICHIGAN CITY,IND,Southeast,2707,735,3.05,NONE,Wild,F,I,11.04148282,-23.63864882,3.589435458,-23.40510772
89649,LAT,8/8/15,MICHIGAN CITY,IND,Southeast,2707,637,2.1,NONE,Wild,F,I,12.52859574,-24.76719749,4.316475193,-23.81388705
89652,LAT,8/8/15,MICHIGAN CITY,IND,Southeast,2707,741,3.55,LPRV,Stock,F,M,12.2540674,-23.03801788,3.785217741,-22.61065232
89653,LAT,8/8/15,MICHIGAN CITY,IND,Southeast,2707,632,2.2,LPRV,Stock,F,M,13.16578513,-24.53810112,4.006325937,-23.89183844
89654,LAT,8/8/15,MICHIGAN CITY,IND,Southeast,2707,660,2.45,AD,Stock,M,M,12.42301393,-23.20248323,3.729728231,-22.83005228
89654,LAT,8/8/15,MICHIGAN CITY,IND,Southeast,2707,660,2.45,AD,Stock,M,M,12.42301393,-23.20248323,3.729728231,-22.83005228
89655,LAT,8/8/15,MICHIGAN CITY,IND,Southeast,2707,852,5.8,RV,Stock,M,M,12.63857121,-23.61518736,4.037770687,-22.93779438
89655,LAT,8/8/15,MICHIGAN CITY,IND,Southeast,2707,852,5.8,RV,Stock,M,M,12.63857121,-23.61518736,4.037770687,-22.93779438
89657,RBT,8/8/15,MICHIGAN CITY,IND,Southeast,2707,585,1.55,NONE,Unknown,F,I,9.889463972,-22.61060511,3.367214592,-22.61060511
89657,RBT,8/8/15,MICHIGAN CITY,IND,Southeast,2707,585,1.55,NONE,Unknown,F,I,9.889463972,-22.61060511,3.367214592,-22.61060511
89658,LAT,8/8/15,MICHIGAN CITY,IND,Southeast,2707,795,4.7,RV,Stock,M,M,12.28141893,-23.90161162,4.074130871,-23.18822206
89659,LAT,8/8/15,MICHIGAN CITY,IND,Southeast,2707,842,5.5,RV,Stock,M,M,12.36987656,-23.33434723,4.083886044,-22.61130005
89659,LAT,8/8/15,MICHIGAN CITY,IND,Southeast,2707,842,5.5,RV,Stock,M,M,12.36987656,-23.33434723,4.083886044,-22.61130005
89667,RBT,8/7/15,MICHIGAN CITY,IND,Southeast,2707,679,2.81,NONE,Unknown,,,9.647646292,-22.84879976,3.213078417,-22.84879976
89668,RBT,8/7/15,MICHIGAN CITY,IND,Southeast,2707,770,3.76,NONE,Unknown,F,I,10.68347619,-22.56921148,3.112777356,-22.56921148
89669,RBT,8/7/15,MICHIGAN CITY,IND,Southeast,2707,640,2.6,AD,Stock,F,I,10.15913108,-22.4305551,3.313873194,-22.4305551
89669,RBT,8/7/15,MICHIGAN CITY,IND,Southeast,2707,640,2.6,AD,Stock,F,I,10.15913108,-22.4305551,3.313873194,-22.4305551
89671,COS,8/7/15,MICHIGAN CITY,IND,Southeast,2707,575,1.67,NONE,Unknown,M,M,10.31600796,-22.8108005,3.183325371,-22.8108005
89671,COS,8/7/15,MICHIGAN CITY,IND,Southeast,2707,575,1.67,NONE,Unknown,M,M,10.31600796,-22.8108005,3.183325371,-22.8108005
89673,RBT,8/7/15,MICHIGAN CITY,IND,Southeast,2707,691,2.78,LVRV,Stock,M,I,10.6931336,-23.16364984,3.336081284,-23.16364984
89675,RBT,8/7/15,MICHIGAN CITY,IND,Southeast,2707,715,2.86,NONE,Unknown,F,I,10.58075719,-22.67782851,3.222532446,-22.67782851
89681,CHS,8/7/15,MICHIGAN CITY,IND,Southeast,2707,815,5.24,NONE,Wild,,,11.49520874,-23.15667784,3.384791584,-23.15667784
89683,RBT,8/7/15,MICHIGAN CITY,IND,Southeast,2707,685,2.41,NONE,Unknown,F,I,10.35803936,-22.45958874,3.156952099,-22.45958874
89754,COS,9/4/15,MICHIGAN CITY,IND,Southeast,2707,630,2.86,NONE,Unknown,F,M,11.52669669,-23.01324329,3.225054854,-23.01324329
89754,COS,9/4/15,MICHIGAN CITY,IND,Southeast,2707,630,2.86,NONE,Unknown,F,M,11.52669669,-23.01324329,3.225054854,-23.01324329
89755,CHS,9/4/15,MICHIGAN CITY,IND,Southeast,2707,605,1.83,AD,Stock,,,11.77433691,-23.87388239,3.175249136,-23.87388239
89755,CHS,9/4/15,MICHIGAN CITY,IND,Southeast,2707,605,1.83,AD,Stock,,,11.77433691,-23.87388239,3.175249136,-23.87388239
89766,CHS,9/3/15,MICHIGAN CITY,IND,Southeast,2707,548,1.52,NONE,Wild,F,I,11.0607302,-23.65956631,3.233253194,-23.65956631
89792,CHS,8/29/15,MICHIGAN CITY,IND,Southeast,2707,660,2.46,AD,Stock,F,M,11.25320394,-24.99430173,4.181274137,-24.17484033
89809,BNT,6/21/15,EAST CHICAGO,IND,Southeast,2704,479,1.74,NONE,Unknown,,,11.21147104,-23.44015914,3.666232534,-23.13058893
99102,RBT,6/27/15,Sturgeon Bay,WM3,Northwest,805,567,1.83,ADCWT,Stock,F,I,9.824608145,-22.8366933,3.244846555,-22.8366933
99112,CHS,6/27/15,Sturgeon Bay,WM3,Northwest,805,698,3.91,ADCWT,Stock,M,M,12.0454828,-23.55208735,3.484862886,-23.55208735
99121,RBT,6/27/15,Sturgeon Bay,WM3,Northwest,805,703,3.15,NONE,Unknown,F,I,11.15426465,-22.60605271,3.16720329,-22.60605271
99125,RBT,6/27/15,Sturgeon Bay,WM3,Northwest,805,693,2.67,NONE,Unknown,M,I,10.7852352,-23.06301668,3.296211132,-23.06301668
99126,RBT,6/27/15,Sturgeon Bay,WM3,Northwest,805,667,2.33,NONE,Unknown,F,I,11.20789824,-22.628798,3.172083297,-22.628798
99129,RBT,6/27/15,Sturgeon Bay,WM3,Northwest,805,714,3.24,NONE,Unknown,F,M,12.24011665,-22.93874666,3.320089083,-22.93874666
99132,CHS,6/27/15,Sturgeon Bay,WM3,Northwest,805,740,6,NONE,Wild,M,I,11.89284888,-24.05623094,3.668741567,-23.74417679
99147,RBT,6/27/15,Sturgeon Bay,WM3,Northwest,805,676,2.33,NONE,Unknown,F,I,10.93606986,-22.55400549,3.133368388,-22.55400549
99148,RBT,6/27/15,Sturgeon Bay,WM3,Northwest,805,632,2.26,NONE,Unknown,F,I,11.15528904,-23.04284108,3.355027575,-23.04284108
99149,CHS,6/27/15,Sturgeon Bay,WM3,Northwest,805,919,8.54,ADCWT,Stock,F,M,11.54660551,-24.24707072,3.787147576,-23.81779462
99156,CHS,6/27/15,Sturgeon Bay,WM3,Northwest,805,694,3.34,ADCWT,Stock,F,I,12.05586326,-24.39171748,3.757170163,-23.99211902
99163,BNT,6/27/15,Sturgeon Bay,WM3,Northwest,805,531,2.24,NONE,Unknown,F,I,13.09855436,-25.37782194,4.296116402,-24.4446667
99167,CHS,6/27/15,Sturgeon Bay,WM3,Northwest,805,821,5.57,NONE,Wild,M,M,11.49321353,-24.96242532,4.186251565,-24.13803627
99168,CHS,6/27/15,Sturgeon Bay,WM3,Northwest,805,840,5.97,ADCWT,Stock,M,M,11.76256712,-24.52418544,3.861529025,-24.02127171
99169,RBT,6/27/15,Sturgeon Bay,WM3,Northwest,805,733,4.58,NONE,Unknown,F,I,11.46827338,-22.613858,3.247737391,-22.613858
99170,CHS,6/27/15,Sturgeon Bay,WM3,Northwest,805,866,6.8,NONE,Wild,M,I,11.87953183,-23.87253489,3.486791257,-23.87253489
99171,CHS,6/27/15,Sturgeon Bay,WM3,Northwest,805,442,0.8,NONE,Wild,F,I,11.56504451,-24.61038068,3.643026959,-24.32378399
99173,CHS,6/27/15,Sturgeon Bay,WM3,Northwest,805,842,5.62,ADCWT,Stock,F,I,11.6408592,-23.83096965,3.516361447,-23.66977182
99174,CHS,6/27/15,Sturgeon Bay,WM3,Northwest,805,771,4.2,NONE,Wild,F,I,11.37649364,-23.3210178,3.380167945,-23.3210178
99183,CHS,6/26/15,Algoma,WM4,Northwest,1004,375,0.51,ADCWT,Stock,M,I,10.80486546,-23.28018181,3.21483948,-23.28018181
99837,RBT,6/27/15,Sturgeon Bay,WM3,Northwest,805,448,0.83,NONE,Unknown,F,I,10.30107448,-22.23139411,3.192779851,-22.23139411
99838,CHS,6/27/15,Sturgeon Bay,WM3,Northwest,805,593,1.79,ADCWT,Stock,F,I,11.8918245,-23.38471984,3.397534469,-23.38471984
99841,RBT,6/27/15,Sturgeon Bay,WM3,Northwest,805,527,1.25,DO,Stock,M,I,10.63182642,-22.58053937,3.254888028,-22.58053937
99842,RBT,6/27/15,Sturgeon Bay,WM3,Northwest,805,587,1.84,NONE,Unknown,F,I,10.18734741,-22.89771792,3.279780907,-22.89771792
99846,RBT,6/27/15,Sturgeon Bay,WM3,Northwest,805,551,1.44,DO,Stock,M,I,9.990559111,-22.08660111,3.214776237,-22.08660111
100283,RBT,7/30/15,Sturgeon Bay,WM3,Northwest,805,654,2.69,NONE,Unknown,F,M,11.25977668,-22.23457848,3.260786648,-22.23457848
100284,CHS,7/30/15,Sturgeon Bay,WM3,Northwest,805,633,2.08,NONE,Wild,F,I,11.11811371,-23.16862984,3.163421787,-23.16862984
100288,CHS,7/30/15,Sturgeon Bay,WM3,Northwest,805,809,5.11,ADCWT,Stock,F,N,11.54148357,-23.75517353,3.456194269,-23.75517353
100289,CHS,7/30/15,Sturgeon Bay,WM3,Northwest,805,809,4.48,NONE,Wild,F,M,11.33758701,-23.18058184,3.20668617,-23.18058184
100293,CHS,7/30/15,Sturgeon Bay,WM3,Northwest,805,501,1.04,NONE,Wild,F,I,11.78451445,-24.58792943,3.284705794,-24.58792943
100294,CHS,7/30/15,Sturgeon Bay,WM3,Northwest,805,734,3.16,NONE,Wild,F,I,11.53212016,-23.17460584,3.327412553,-23.17460584
100295,CHS,7/30/15,Sturgeon Bay,WM3,Northwest,805,878,6.64,NONE,Wild,M,M,11.5660689,-23.57760068,3.585126512,-23.34832543
100296,CHS,7/30/15,Sturgeon Bay,WM3,Northwest,805,864,5.72,ADCWT,Stock,F,M,11.96967803,-24.47362918,3.82977564,-24.0021513
100297,CHS,7/30/15,Sturgeon Bay,WM3,Northwest,805,685,2.53,NONE,Wild,M,I,11.30075223,-22.92956186,3.24179267,-22.92956186
100299,CHS,7/30/15,Sturgeon Bay,WM3,Northwest,805,738,3.28,NONE,Wild,M,I,11.75762958,-23.33879582,3.39276022,-23.33879582
100300,CHS,7/30/15,Sturgeon Bay,WM3,Northwest,805,819,5.06,NONE,Wild,M,M,11.36551998,-23.26623781,3.382792851,-23.26623781
100529,LAT,8/14/15,Sturgeon Bay,WM3,Northwest,805,589,2.21,ADCWT,Stock,F,I,12.59385756,-23.02077672,4.172006051,-22.21049073
100555,LAT,8/14/15,Sturgeon Bay,WM3,Northwest,805,661,2.39,RV,Stock,F,I,12.89487451,-24.68308128,3.980632471,-24.06225513
100556,LAT,8/14/15,Sturgeon Bay,WM3,Northwest,805,645,2.06,RPLV,Stock,F,M,12.91579688,-24.19404951,3.976096137,-23.57771433
100557,COS,8/14/15,Sturgeon Bay,WM3,Northwest,805,534,1.27,NONE,Unknown,F,I,10.02300263,-23.29433072,3.141523676,-23.29433072
100568,LAT,8/14/15,Sturgeon Bay,WM3,Northwest,805,654,2.66,LPRV,Stock,M,M,13.10504922,-24.60673455,4.656969128,-23.31633511
